gene	location	gene_id	filename
PDCD10	3q26.1	11235	PDCD10.htm
BAALC	8q22.3	79870	BAALC.htm
HOXA7	7p15.2	3204	HOXA7.htm
CXCL5	4q13.3	6374	CXCL5.htm
HDAC4	2q37.3	9759	HDAC4.htm
SKP1	5q31	6500	SKP1.htm
KDM1A	1p36.12	23028	KDM1A.htm
CXCR1	2q35	3577	CXCR1.htm
CRTC2	1q21.3	200186	CRTC2.htm
RALBP1	18p11.3	10928	RALBP1.htm
PRDX1	1p34.1	5052	PRDX1.htm
PPP1R15A	19q13.2	23645	PPP1R15A.htm
IRF2	4q34.1-q35.1	3660	IRF2.htm
FLNA	Xq28	2316	FLNA.htm
CIC	19q13.2	23152	CIC.htm
TPR	1q25	7175	TPR.htm
MCF2	Xq27	4168	MCF2.htm
TM4SF1	3q21-q25	4071	TM4SF1.htm
TSG101	11p15	7251	TSG101.htm
CASP8AP2	6q15	9994	CASP8AP2.htm
SEMA3B	3p21.3	7869	SEMA3B.htm
BMPR2	2q33-q34	659	BMPR2.htm
BRMS1	11q13-q13.2	25855	BRMS1.htm
EGLN1	1q42.1	54583	EGLN1.htm
MUC7	4q13.3	4589	MUC7.htm
PRB2	12p13.2	653247	PRB2.htm
GRB7	17q12	2886	GRB7.htm
HSD17B1	17q11-q21	3292	HSD17B1.htm
IL2RB	22q13.1	3560	IL2RB.htm
ISG15	1p36.33	9636	ISG15.htm
MMP10	11q22.3	4319	MMP10.htm
KRT18	12q13	3875	KRT18.htm
ACKR3	2q37.3	57007	CMKOR1.htm
ALCAM	3q13.1	214	ALCAM.htm
PTPN1	20q13.1-q13.2	5770	PTPN1.htm
SCGB3A1	5q35.3	92304	SCGB3A1.htm
ATG7	3p25.3	10533	ATG7.htm
DDB2	11p12-p11	1643	DDB2.htm
SSTR1	14q13	6751	SSTR1.htm
DIRAS3	1p31	9077	DIRAS3.htm
POLI	18q21.1	11201	POLI.htm
ELF3	1q32.2	1999	ELF3.htm
MBD1	18q21	4152	MBD1.htm
LHCGR	2p21	3973	LHCGR.htm
CNTF	11q12.2	1270	CNTF.htm
PEA15	1q21.1	8682	PEA15.htm
MIRLET7C	21q21.1	406885	MIRLET7C.htm
MAML2	11q21	84441	MAML2.htm
KAT6A	8p11	7994	RUNXBP2.htm
SUFU	10q24.32	51684	SUFU.htm
PRINS	10p12.1	100169750	PRINS.htm
SFRP5	10q24.1	6425	SFRP5.htm
SSTR5	16p13.3	6755	SSTR5.htm
PPM1D	17q23.2	8493	PPM1D.htm
CDK7	5q12.1	1022	CDK7.htm
CX3CL1	16q13	6376	CX3CL1.htm
TCF7	5q31.1	6932	TCF7.htm
NR5A2	1q32.1	2494	NR5A2.htm
RALGDS	9q34.3	5900	RALGDS.htm
MUC17	7q22.1	140453	MUC17.htm
DRD2	11q23	1813	DRD2.htm
USF1	1q22-q23	7391	USF1.htm
U2AF1	21q22.3	7307	U2AF1.htm
FGR	1p36.2-p36.1	2268	FGR.htm
KLK10	19q13	5655	KLK10.htm
TXNIP	1q21.1	10628	TXNIP.htm
PRKCD	3p21.31	5580	PRKCD.htm
OLAH	10p13	55301	OLAH.htm
TRAF6	11p12	7189	TRAF6.htm
AMFR	16q21	267	AMFR.htm
IL27	16p11	246778	IL27.htm
SCGB1A1	11q12.3	7356	SCGB1A1.htm
MIRLET7B	22q13.31	406884	MIRLET7B.htm
HEY1	8q21	23462	HEY1.htm
SET	9q34	6418	SET.htm
SLIT2	4p15.2	9353	SLIT2.htm
HOXA5	7p15.2	3202	HOXA5.htm
LRP5	11q13.4	4041	LRP5.htm
TRADD	16q22	8717	TRADD.htm
TBX21	17q21.32	30009	TBX21.htm
CDR2	16p12.3	1039	CDR2.htm
BLM	15q26.1	641	BLM.htm
SEPT5	22q11.21	5413	PNUTL1.htm
RAP2A	13q34	5911	RAP2A.htm
CDC6	17q21.3	990	CDC6.htm
HLA-DRA	6p21.3	3122	HLA-DRA.htm
ROR2	9q22	4920	ROR2.htm
SHMT1	17p11.2	6470	SHMT1.htm
CTSB	8p22	1508	CTSB.htm
SLC29A1	6p21.1	2030	SLC29A1.htm
SLCO1B1	12p	10599	SLCO1B1.htm
RAD23B	9q31.2	5887	RAD23B.htm
NRP2	2q33.3	8828	NRP2.htm
CD70	19p13	970	CD70.htm
MSN	Xq11.1	4478	MSN.htm
VEGFB	11q13	7423	VEGFB.htm
NDRG2	14q11.2	57447	NDRG2.htm
TES	7q31.2	26136	TES.htm
RAD52	12p13-p12.2	5893	RAD52.htm
CCNA1	13q12.3-q13	8900	CCNA1.htm
MAP2	2q34-q35	4133	MAP2.htm
BCL3	19q13.1-q13.2	602	BCL3.htm
PTPRK	6q22.2-q22.3	5796	PTPRK.htm
AGR2	7p21.3	10551	AGR2.htm
CDK5	7q36	1020	CDK5.htm
CCR1	3p21	1230	CCR1.htm
BNIP3L	8p21	665	BNIP3L.htm
PARK7	1p36.23	11315	PARK7.htm
NR4A2	2q22-q23	4929	NR4A2.htm
PTK6	20q13.3	5753	PTK6.htm
SPDEF	6p21.3	25803	SPDEF.htm
COPS5	8q13.1	10987	COPS5.htm
EBF1	5q34	1879	EBF1.htm
FUS	16p11.2	2521	FUS.htm
TLX3	5q35.1	30012	TLX3.htm
OAS3	12q24.2	4940	OAS3.htm
XAF1	17p13.1	54739	XAF1.htm
CDC20	1p34.1	991	CDC20.htm
ELAC2	17p11.2	60528	ELAC2.htm
CSTB	21q22.3	1476	CSTB.htm
SPHK1	17q25.2	8877	SPHK1.htm
REG4	1p13.1-p12	83998	REG4.htm
TLR7	Xp22.3	51284	TLR7.htm
ABCA1	9q31.1	19	ABCA1.htm
MYCL	1p34.2	4610	MYCL1.htm
FOLR1	11q13.3-q14.1	2348	FOLR1.htm
ADH1C	4q23	126	ADH1C.htm
PTPRT	20q12-q13	11122	PTPRT.htm
DUSP6	12q22-q23	1848	DUSP6.htm
DLL4	15q14	54567	DLL4.htm
HOXB7	17q21.3	3217	HOXB7.htm
IL21R	16p11	50615	IL21R.htm
SRSF2	17q25.1	6427	SRSF2.htm
SLAMF1	1q23.3	6504	SLAMF1.htm
GFI1	1p22	2672	GFI1.htm
EPB41L3	18p11.32	23136	EPB41L3.htm
PYGM	11q12-q13.2	5837	PYGM.htm
MINA	3q11.2	84864	MINA.htm
STRADA	17q23.3	92335	STRADA.htm
TBX3	12q24.21	6926	TBX3.htm
FPGS	9q34.1	2356	FPGS.htm
CHI3L1	1q32.1	1116	CHI3L1.htm
TGFBI	5q31	7045	TGFBI.htm
LRIG1	3p14	26018	LRIG1.htm
GREM1	15q13.3	26585	GREM1.htm
MAP3K5	6q22.33	4217	MAP3K5.htm
UPRT	Xq13.3	139596	UPRT.htm
MSLN	16p13.3	10232	MSLN.htm
BCL11B	14q32.2	64919	BCL11B.htm
DDX5	17q21	1655	DDX5.htm
OLIG2	21q22.11	10215	OLIG2.htm
NOV	8q24.1	4856	NOV.htm
ING4	12p13.31	51147	ING4.htm
UBE2C	20q13.12	11065	UBE2C.htm
SATB1	3p23	6304	SATB1.htm
RHEB	7q36	6009	RHEB.htm
MICB	6p21.3	4277	MICB.htm
WT1-AS	11p13	51352	WT1-AS.htm
PRSS1	7q34	5644	PRSS1.htm
P2RX7	12q24	5027	P2RX7.htm
FABP7	6q22-q23	2173	FABP7.htm
FHL2	2q12.2	2274	FHL2.htm
GNAI2	3p21.31	2771	GNAI2.htm
ATIC	2q35	471	ATIC.htm
CARS	11p15.5	833	CARS.htm
FOXO4	Xq13.1	4303	MLLT7.htm
NUMA1	11q13	4926	NUMA1.htm
PLAGL1	6q24-q25	5325	PLAGL1.htm
MAGEB2	Xp21.3	4113	MAGEB2.htm
CEBPD	8p11.2-p11.1	1052	CEBPD.htm
NEFL	8p21	4747	NEFL.htm
SGK1	6q23	6446	SGK1.htm
MLLT4	6q27	4301	MLLT4.htm
IL12B	5q31.1-q33.1	3593	IL12B.htm
CDKN2D	19p13	1032	CDKN2D.htm
LATS2	13q11-q12	26524	LATS2.htm
ERRFI1	1p36	54206	ERRFI1.htm
FLNC	7q32-q35	2318	FLNC.htm
LARS	5q32	51520	LARS.htm
ANXA1	9q21.13	301	ANXA1.htm
CD81	11p15.5	975	CD81.htm
CLDN3	7q11.23	1365	CLDN3.htm
CXCL11	4q21.2	6373	CXCL11.htm
AMER1	Xq11.2	139285	WTX.htm
SST	3q28	6750	SST.htm
RAD51C	17q22	5889	RAD51C.htm
BACH1	21q22.11	571	BACH1.htm
SPRY2	13q31.1	10253	SPRY2.htm
NEDD9	6p25-p24	4739	NEDD9.htm
IRAK1	Xq28	3654	IRAK1.htm
DKC1	Xq28	1736	DKC1.htm
NSD1	5q35	64324	NSD1.htm
TSPY1	Yp11.2	7258	TSPY.htm
ADAM9	8p11.22	8754	ADAM9.htm
STC1	8p21-p11.2	6781	STC1.htm
MAP2K6	17q24.3	5608	MAP2K6.htm
CRLF2	Xp22.3; Yp11.3	64109	CRLF2.htm
SPECC1	17p11.2	92521	HCMOGT-1.htm
HOXD13	2q31.1	3239	HOXD13.htm
TFG	3q12.2	10342	TFG.htm
TP53INP1	8q22	94241	TP53INP1.htm
XIST	Xq13.2	7503	XIST.htm
FSHR	2p21-p16	2492	FSHR.htm
CD52	1p36	1043	CD52.htm
SMAD5	5q31	4090	SMAD5.htm
SKIL	3q26	6498	SKIL.htm
ACTN4	19q13	81	ACTN4.htm
OCA2	15q	4948	OCA2.htm
PRKCSH	19p13.2	5589	PRKCSH.htm
CDH11	16q21	1009	CDH11.htm
LMO1	11p15	4004	LMO1.htm
TACSTD2	1p32	4070	M1S1.htm
TFAP2A	6p24	7020	TFAP2A.htm
GAS6	13q34	2621	GAS6.htm
EEF1A1	6q14.1	1915	EEF1A1.htm
PTPRH	19q13.4	5794	PTPRH.htm
ATOH1	4q22	474	ATOH1.htm
CD163	12p13.3	9332	CD163.htm
SOX17	8q11.23	64321	SOX17.htm
KISS1R	19p13.3	84634	KISS1R.htm
RAC2	22q13.1	5880	RAC2.htm
SERPINC1	1q25.1	462	SERPINC1.htm
CARD11	7p22	84433	CARD11.htm
LPP	3q28	4026	LPP.htm
CNBP	3q21	7555	ZNF9.htm
TNFSF15	9q32	9966	TNFSF15.htm
MEG3	14q32	55384	MEG3.htm
STAM	10p14-p13	8027	STAM.htm
PTPN13	4q21.3	5783	PTPN13.htm
NFKBIA	14q13	4792	NFKBIA.htm
CD151	11p15.5	977	CD151.htm
IRAK2	3p25.3	3656	IRAK2.htm
COL4A5	Xq22	1287	COL4A5.htm
MAPKAPK2	1q32	9261	MAPKAPK2.htm
WISP3	6q21	8838	LIBC.htm
MYBL1	8q13.1	4603	MYBL1.htm
PTPRJ	11p11.2	5795	PTPRJ.htm
COL1A2	7q22.1	1278	COL1A2.htm
PIM2	Xp11.23	11040	PIM2.htm
LRP6	12p13.2	4040	LRP6.htm
PGK1	Xq13.3	5230	PGK1.htm
SIN3A	15q24.2	25942	SIN3A.htm
BMP6	6p24-p23	654	BMP6.htm
CHAT	10q11.2	1103	CHAT.htm
DDB1	11q12-q13	1642	DDB1.htm
CTCFL	20q13.31	140690	CTCFL.htm
EGLN3	14q13.1	112399	EGLN3.htm
SSTR3	22q13.1	6753	SSTR3.htm
SLC9A1	1p36.1-p35	6548	SLC9A1.htm
PTCH2	1p34.1	8643	PTCH2.htm
KDM6A	Xp11.2	7403	KDM6A.htm
MALAT1	11q13.1	378938	MALAT1.htm
TNFRSF14	1p36.32	8764	TNFRSF14.htm
CUX1	7q22.1	1523	CUX1.htm
S100B	21q22.3	6285	S100B.htm
G6PD	Xq28	2539	G6PD.htm
OSCAR	19q13.42	126014	OSCAR.htm
HOXB4	17q21.32	3214	HOXB4.htm
HHEX	10q23.33	3087	HHEX.htm
IER3	6p21.3	8870	IER3.htm
PHOX2B	4p12	8929	PHOX2B.htm
TCF12	15q21	6938	TCF12.htm
MLH3	14q24.3	27030	MLH3.htm
IQGAP1	15q26.1	8826	IQGAP1.htm
PRC1	15q26.1	9055	PRC1.htm
BAGE	21p11.1	574	BAGE.htm
RAD21	8q24	5885	RAD21.htm
CXCL14	5q31	9547	CXCL14.htm
CCL17	16q13	6361	CCL17.htm
STK4	20q11.2-q13.2	6789	STK4.htm
PCSK7	11q23-q24	9159	PCSK7.htm
POU2AF1	11q23.1	5450	POU2AF1.htm
PTPRQ	12q21.2	374462	PTPRQ.htm
WNT10B	12q13	7480	WNT10B.htm
HOXA1	7p15.3	3198	HOXA1.htm
ANO1	11q13.3	55107	ANO1.htm
HSPA1B	6p21.3	3304	HSPA1B.htm
HCK	20q11-q12	3055	HCK.htm
ELL	19p13.1	8178	ELL.htm
MSMB	10q11.2	4477	MSMB.htm
EXO1	1q42-q43	9156	EXO1.htm
FEN1	11q12	2237	FEN1.htm
TOX3	16q12.1	27324	TOX3.htm
NUMB	14q24.3	8650	NUMB.htm
ROBO1	3p12	6091	ROBO1.htm
ADAMTS1	21q21.2	9510	ADAMTS1.htm
HAS2	8q24.12	3037	HAS2.htm
SOCS2	12q	8835	SOCS2.htm
WNT4	1p36.23-p35.1	54361	WNT4.htm
CCL19	9p13	6363	CCL19.htm
WISP1	8q24.22	8840	WISP1.htm
CMBL	5p15.2	134147	CMBL.htm
GPX2	14q24.1	2877	GPX2.htm
POLK	5q13	51426	POLK.htm
ACVR1	2q23-q24	90	ACVR1.htm
NONO	Xq13.1	4841	NONO.htm
TP53BP2	1q41	7159	TP53BP2.htm
TPO	2p25	7173	TPO.htm
GPRC5A	12p13.1	9052	RAI3.htm
CHRNA5	15q24	1138	CHRNA5.htm
GPX3	5q23	2878	GPX3.htm
INHA	2q35	3623	INHA.htm
SIX1	14q23.1	6495	SIX1.htm
IMP3	15q24	55272	IMP3.htm
NOX4	11q14.2-q21	50507	NOX4.htm
DGCR8	22q11.2	54487	DGCR8.htm
GAGE1	Xp11.23	2543	GAGE1.htm
DONSON	21q22.1	29980	DONSON.htm
IRF3	19q13.3-q13.4	3661	IRF3.htm
GSTO1	10q25.1	9446	GSTO1.htm
TP53I3	2p23.3	9540	TP53I3.htm
MIR107	10q23.31	406901	MIR107.htm
S100A7	1q21	6278	S100A7.htm
CEACAM4	19q13.2	1089	CEACAM4.htm
RASSF5	1q32.1	83593	RASSF5.htm
LIG4	13q33-q34	3981	LIG4.htm
CYP2C8	10q23.33	1558	CYP2C8.htm
SALL4	20q13.2	57167	SALL4.htm
IRF7	11p15.5	3665	IRF7.htm
HTRA2	2p12	27429	HTRA2.htm
PEG10	7q21	23089	PEG10.htm
HTATIP2	11p15.1	10553	HTATIP2.htm
BCL11A	2p16.1	53335	BCL11A.htm
PBRM1	3p21	55193	PBRM1.htm
RECQL4	8q24.3	9401	RECQL4.htm
SFPQ	1p34.3	6421	SFPQ.htm
WWTR1	3q23-q24	25937	WWTR1.htm
EPHA3	3p11.2	2042	EPHA3.htm
CLPTM1L	5p15.33	81037	CLPTM1L.htm
POT1	7q31.33	25913	POT1.htm
LATS1	6q25.1	9113	LATS1.htm
LIN28B	6q21	389421	LIN28B.htm
FGF9	13q11-q12	2254	FGF9.htm
SUV39H1	Xp11.23	6839	SUV39H1.htm
HIPK2	7q32-q34	28996	HIPK2.htm
ACTA2	10q23.3	59	ACTA2.htm
BUB3	10q26	9184	BUB3.htm
AQP1	7p14	358	AQP1.htm
EGR2	10q21.1	1959	EGR2.htm
CXCR5	11q23.3	643	CXCR5.htm
AVPR1B	1q32	553	AVPR1B.htm
ATF6	1q22-q23	22926	ATF6.htm
AGTR2	Xq22-q23	186	AGTR2.htm
HOXA4	7p15.2	3201	HOXA4.htm
RAP1GAP	1p36.1-p35	5909	RAP1GAP.htm
CCNE2	8q22.1	9134	CCNE2.htm
AKAP12	6q24-q25	9590	AKAP12.htm
APOD	3q29	347	APOD.htm
ENO1	1p36.2	2023	ENO1.htm
DDR2	1q23.3	4921	DDR2.htm
AVPR1A	12q14-q15	552	AVPR1A.htm
OLFM4	13q14.3	10562	OLFM4.htm
GNB2L1	5q35.3	10399	GNB2L1.htm
CDCP1	3p21.31	64866	CDCP1.htm
MIRLET7G	3p21.1	406890	MIRLET7G.htm
CBFA2T3	16q24	863	CBFA2T3.htm
MED12	Xq13	9968	MED12.htm
KMT2C	7q36.1	58508	MLL3.htm
NFATC2	20q13.2	4773	NFATC2.htm
RASSF2	20p13	9770	RASSF2.htm
KL	13q12	9365	KL.htm
HOTAIR	12q13.13	100124700	HOTAIR.htm
TMEM127	2q11.2	55654	TMEM127.htm
ADIPOR1	1q32.1	51094	ADIPOR1.htm
SPRR1A	1q21-q22	6698	SPRR1A.htm
UHRF1	19p13.3	29128	UHRF1.htm
CTBP1	4p16	1487	CTBP1.htm
KLK5	19q13.33	25818	KLK5.htm
YWHAZ	8q23.1	7534	YWHAZ.htm
GFRA1	10q26.11	2674	GFRA1.htm
HOXC6	12q13.3	3223	HOXC6.htm
ULBP2	6q25	80328	ULBP2.htm
RARRES1	3q25.32	5918	RARRES1.htm
NOX1	Xq22	27035	NOX1.htm
ADAR	1q21.3	103	ADAR.htm
PRKCE	2p21	5581	PRKCE.htm
MIR10A	17q21.32	406902	MIR10A.htm
DDX6	11q23.3	1656	DDX6.htm
FANCF	11p15	2188	FANCF.htm
MAFB	20q11.2-q13.1	9935	MAFB.htm
DDX1	2p24	1653	DDX1.htm
LSP1	11p15.5	4046	LSP1.htm
TPTE	21p11	7179	TPTE.htm
MSI1	12q24	4440	MSI1.htm
S100A11	1q21	6282	S100A11.htm
RRM2B	8q23.1	50484	RRM2B.htm
FABP5	8q21.13	2171	FABP5.htm
CDH17	8q22.1	1015	CDH17.htm
E2F5	8q21.2	1875	E2F5.htm
STAG2	Xq25	10735	STAG2.htm
CD3D	11q23	915	CD3D.htm
TFEB	6p21	7942	TFEB.htm
PPP2R1B	11q23.2	5519	PPP2R1B.htm
CHRNA3	15q24	1136	CHRNA3.htm
GAB2	11q14.1	9846	GAB2.htm
FOXE1	9q22	2304	FOXE1.htm
RREB1	6p25	6239	RREB1.htm
WISP2	20q13.12	8839	WISP2.htm
PTPRG	3p21-p14	5793	PTPRG.htm
ICOS	2q33	29851	ICOS.htm
CRY1	12q23-q24.1	1407	CRY1.htm
PPIA	7p13	5478	PPIA.htm
CCR3	3p21.3	1232	CCR3.htm
TBX2	17q23.2	6909	TBX2.htm
KDM5B	1q32.1	10765	KDM5B.htm
BCL9	1q21	607	BCL9.htm
JAZF1	7p15.2-p15.1	221895	JAZF1.htm
FER	5q21	2241	FER.htm
DEC1	9q32	50514	DEC1.htm
BIN1	2q14	274	BIN1.htm
NEK2	1q32.3	4751	NEK2.htm
HLTF	3q25.1-q26.1	6596	HLTF.htm
SULF1	8q13.2	23213	SULF1.htm
S100A10	1q21	6281	S100A10.htm
CD276	15q23-q24	80381	CD276.htm
CUL3	2q36.2	8452	CUL3.htm
WNT7A	3p25	7476	WNT7A.htm
EBAG9	8q23	9166	EBAG9.htm
GALT	9p13	2592	GALT.htm
CYBA	16q24	1535	CYBA.htm
RBX1	22q13.2	9978	RBX1.htm
HSD3B1	1p13.1	3283	HSD3B1.htm
KCNQ1	11p15.5	3784	KCNQ1.htm
BTG1	12q22	694	BTG1.htm
FUBP1	1p31.1	8880	FUBP1.htm
KIF5B	10p11.22	3799	KIF5B.htm
ZNF331	19q13.42	55422	ZNF331.htm
TNFRSF6B	20q13.3	8771	TNFRSF6B.htm
TPMT	6p22.3	7172	TPMT.htm
MTHFD1	14q24	4522	MTHFD1.htm
TACC3	4p16.3	10460	TACC3.htm
LINC00632	Xq27.1	286411	RP1-177G6.2.htm
ADAM12	10q26	8038	ADAM12.htm
FZD7	2q33	8324	FZD7.htm
NEDD4	15q	4734	NEDD4.htm
RBP3	10q11.2	5949	RBP3.htm
DAB2IP	9q33.1-q33.3	153090	DAB2IP.htm
KCNQ1OT1	11p15	10984	KCNQ1OT1.htm
CDH3	16q22.1	1001	CDH3.htm
CA12	15q22	771	CA12.htm
DDIT4	10q22.1	54541	DDIT4.htm
NAV1	1q32.3	89796	NAV1.htm
ALDH3A1	17p11.2	218	ALDH3A1.htm
FANCG	9p13	2189	FANCG.htm
HOXA11	7p15.2	3207	HOXA11.htm
PRDM16	1p36.23-p33	63976	PRDM16.htm
SDC4	20q12	6385	SDC4.htm
BRINP1	9q32-q33	1620	BRINP1.htm
LGI1	10q24	9211	LGI1.htm
WT2	11p15.5	7491	WT2.htm
RPA1	17p13.3	6117	RPA1.htm
TRIO	5p15.2	7204	TRIO.htm
MACC1	7p21.1	346389	MACC1.htm
DOT1L	19p13.3	84444	DOT1L.htm
TLE1	9q21.32	7088	TLE1.htm
SPRR2A	1q21-q22	6700	SPRR2A.htm
PROX1	1q41	5629	PROX1.htm
JAG2	14q32	3714	JAG2.htm
ROR1	1p32-p31	4919	ROR1.htm
HSD3B2	1p13.1	3284	HSD3B2.htm
DACH1	13q22	1602	DACH1.htm
PLK2	5q12.1-q13.2	10769	PLK2.htm
HRK	12q24.22	8739	HRK.htm
SEMA3F	3p21.3	6405	SEMA3F.htm
GNRHR	4q21.2	2798	GNRHR.htm
LYL1	19p13.2	4066	LYL1.htm
ECT2	3q26.1-q26.2	1894	ECT2.htm
EPHB6	7q33-q35	2051	EPHB6.htm
SLC5A8	12q23.1	160728	SLC5A8.htm
SPRR1B	1q21-q22	6699	SPRR1B.htm
CX3CR1	3p21.3	1524	CX3CR1.htm
SNRPF	12q23.1	6636	SNRPF.htm
LOXL2	8p21.3	4017	LOXL2.htm
GAS1	9q21.3-q22	2619	GAS1.htm
HAS1	19q13.4	3036	HAS1.htm
MYCBP	1p33-p32.2	26292	MYCBP.htm
FCGR2B	1q23	2213	FCGR2B.htm
TET1	10q21	80312	LCX.htm
SCRIB	8q24.3	23513	SCRIB.htm
HOXD10	2q31.1	3236	HOXD10.htm
ROCK2	2p24	9475	ROCK2.htm
CUL1	7q36.1	8454	CUL1.htm
LAPTM4B	8q22.1	55353	LAPTM4B.htm
STAT4	2q32.2-q32.3	6775	STAT4.htm
CUL4A	13q34	8451	CUL4A.htm
PER3	1p36.23	8863	PER3.htm
UGT2B15	4q13	7366	UGT2B15.htm
CASP2	7q34-q35	835	CASP2.htm
TNKS	8p23.1	8658	TNKS.htm
FRS2	12q15	10818	FRS2.htm
FGF23	12p13.3	8074	FGF23.htm
EFEMP1	2p16	2202	EFEMP1.htm
HOXB3	17q21.3	3213	HOXB3.htm
MIRLET7I	12q14.1	406891	MIRLET7I.htm
HOXA13	7p15.2	3209	HOXA13.htm
KDM5A	12p11	5927	KDM5A.htm
ING3	7q31	54556	ING3.htm
LZTS1	8p22	11178	LZTS1.htm
NLRP7	19q13.42	199713	NLRP7.htm
MAML1	5q35	9794	MAML1.htm
UGT2B7	4q13	7364	UGT2B7.htm
CASP5	11q22.2-q22.3	838	CASP5.htm
MEF2C	5q14.3	4208	MEF2C.htm
NQO2	6p25.2	4835	NQO2.htm
SMYD3	1q44	64754	SMYD3.htm
OCLN	5q13.1	100506658	OCLN.htm
CITED1	Xq13.1	4435	CITED1.htm
PIAS3	1q21	10401	PIAS3.htm
HAVCR2	5q33.3	84868	HAVCR2.htm
PDCD1LG2	9p24.2	80380	CD273.htm
DLEC1	3p21.3	9940	DLEC1.htm
PDCD5	19q13.11	9141	PDCD5.htm
FGF19	11q13.1	9965	FGF19.htm
COL4A6	Xq22	1288	COL4A6.htm
SPRR2B	1q21-q22	6701	SPRR2B.htm
RAB25	1q22	57111	RAB25.htm
UGT2B17	4q13	7367	UGT2B17.htm
WNT11	11q13.5	7481	WNT11.htm
BCL2L12	19q13.3	83596	BCL2L12.htm
UCP2	11q13	7351	UCP2.htm
HYAL1	3p21.31	3373	HYAL1.htm
GREB1	2p25.1	9687	GREB1.htm
ADARB1	21q22.3	104	ADARB1.htm
LCP1	13q14.3	3936	LCP1.htm
LRIG3	12q14.1	121227	LRIG3.htm
EMP1	12p12.3	2012	EMP1.htm
CST6	11q13	1474	CST6.htm
PKHD1	6p12.2	5314	PKHD1.htm
PTH1R	3p22-p21.1	5745	PTH1R.htm
PEG3	19q13.4	5178	PEG3.htm
SPRR2C	1q21-q22	6702	SPRR2C.htm
HYAL2	3p21.3	8692	HYAL2.htm
DLEU2	13q14.3	8847	DLEU2.htm
USP7	16p13.3	7874	USP7.htm
TBK1	12q14.1	29110	TBK1.htm
CYP2A13	19q13.2	1553	CYP2A13.htm
ABCB5	7p21.1	340273	ABCB5.htm
TAF15	17q11.1-q11.2	8148	TAF15.htm
TRIM24	7q32-q34	8805	TIF1.htm
MTA2	11q12-q13.1	9219	MTA2.htm
ST3	11q13-q23	6762	ST3.htm
NNAT	20q11.2-q12	4826	NNAT.htm
LRP1B	2q21.2	53353	LRP1B.htm
RARRES3	11q23	5920	RARRES3.htm
GAB1	4q31.21	2549	GAB1.htm
TWIST2	2q37.3	117581	TWIST2.htm
GRASP	12q13.13	160622	GRASP.htm
CKS2	9q22	1164	CKS2.htm
GATA5	20q13.33	140628	GATA5.htm
TMC6	17q25.3	11322	TMC6.htm
PAK4	19q13.2	10298	PAK4.htm
PCDH10	4q28.3	57575	PCDH10.htm
SPRY1	4q28.1	10252	SPRY1.htm
GNA11	19p13.3	2767	GNA11.htm
MNX1	7q36	3110	HLXB9.htm
MLF1	3q25.1	4291	MLF1.htm
SSX4	Xp11.23	6759	SSX4.htm
CXCL3	4q21	2921	GRO3.htm
ARID5B	10q21.2	84159	ARID5B.htm
HTRA1	10q26.3	5654	HTRA1.htm
MDC1	6p21.3	9656	MDC1.htm
DUSP4	8p12-p11	1846	DUSP4.htm
HDGF	1q23.1	3068	HDGF.htm
POLB	8p11.2	5423	POLB.htm
CCNC	6q21	892	CCNC.htm
SEMA3A	7p12.1	10371	SEMA3A.htm
CRY2	11p11.2	1408	CRY2.htm
IL16	15q26.3	3603	IL16.htm
WNT5B	12p13.3	81029	WNT5B.htm
INHBA	7p15-p13	3624	INHBA.htm
CREB3L2	7q34	64764	CREB3L2.htm
FEV	2q36	54738	FEV.htm
KIAA1549	7q34	57670	KIAA1549.htm
LASP1	17q11-q21.3	3927	LASP1.htm
PRRX1	1q24	5396	PMX1.htm
ZMYM2	13q11-q12	7750	ZNF198.htm
MUC3A	7q22	4584	MUC3A.htm
CTSD	11p15.5	1509	CTSD.htm
EXT3	19p	2133	EXT3.htm
PINX1	8p23	54984	PINX1.htm
SLC9A3R1	17q25.1	9368	SLC9A3R1.htm
SRD5A1	5p15	6715	SRD5A1.htm
PARL	3q27.1	55486	PARL.htm
TRPM8	2q37.1	79054	TRPM8.htm
GALM	2p22.1	130589	GALM.htm
NKX2-5	5q34	1482	NKX2-5.htm
KIF1B	1p36.2	23095	KIF1B.htm
PDE11A	2q31.2	50940	PDE11A.htm
LMO4	1p22.3	8543	LMO4.htm
PERP	6q24	64065	PERP.htm
HAS3	16q22.1	3038	HAS3.htm
CXCL16	17p13	58191	CXCL16.htm
CEBPE	14q11.2	1053	CEBPE.htm
TLR6	4p14	10333	TLR6.htm
PTMS	12p13	5763	PTMS.htm
THBS2	6q27	7058	THBS2.htm
PVT1	8q24	5820	PVT1.htm
EPHB3	3q27.1	2049	EPHB3.htm
RBM5	3p21.3	10181	RBM5.htm
PPARGC1A	4p15.1	10891	PPARGC1A.htm
CHD5	1p36.31	26038	CHD5.htm
MEST	7q32	4232	MEST.htm
ADIPOR2	12p13.31	79602	ADIPOR2.htm
POLL	10q23	27343	POLL.htm
BACH2	6q15	60468	BACH2.htm
GNMT	6p12	27232	GNMT.htm
RAD51D	17q11	5892	RAD51D.htm
OTX2	14q22.3	5015	OTX2.htm
BMPR1B	4q22-q24	658	BMPR1B.htm
KDM6B	17p13.1	23135	KDM6B.htm
RAC3	17q25.3	5881	RAC3.htm
PBX3	9q33.3	5090	PBX3.htm
