"Gene_ID","Gene_Symbol","Gene_Info","biotype","chromosome","band","start","end"
"ENSG00000159387","IRX6","iroquois homeobox 6","protein_coding","16","16:q12.2",55357672,55364672
"ENSG00000135070","ISCA1","iron-sulfur cluster assembly 1","protein_coding","9","9:q21.33",88879461,88897676
"ENSG00000165898","ISCA2","iron-sulfur cluster assembly 2","protein_coding","14","14:q24.3",74960423,74963809
"ENSG00000136003","ISCU","iron-sulfur cluster assembly enzyme","protein_coding","12","12:q23.3",108956358,108963160
"ENSG00000187608","ISG15","ISG15 ubiquitin-like modifier","protein_coding","1","1:p36.33",948803,949920
"ENSG00000172183","ISG20","interferon stimulated exonuclease gene 20kDa","protein_coding","15","15:q26.1",89179384,89199714
"ENSG00000143319","ISG20L2","interferon stimulated exonuclease gene 20kDa-like 2","protein_coding","1","1:q23.1",156691683,156698591
"ENSG00000016082","ISL1","ISL LIM homeobox 1","protein_coding","5","5:q11.1",50678921,50690564
"ENSG00000159556","ISL2","ISL LIM homeobox 2","protein_coding","15","15:q24.3",76629065,76634817
"ENSG00000129009","ISLR","immunoglobulin superfamily containing leucine-rich repeat","protein_coding","15","15:q24.1",74466012,74469213
"ENSG00000167178","ISLR2","immunoglobulin superfamily containing leucine-rich repeat 2","protein_coding","15","15:q24.1",74392652,74430881
"ENSG00000101230","ISM1","isthmin 1, angiogenesis inhibitor","protein_coding","20","20:p12.1",13202418,13281298
"ENSG00000100593","ISM2","isthmin 2","protein_coding","14","14:q24.3",77940740,77965210
"ENSG00000066583","ISOC1","isochorismatase domain containing 1","protein_coding","5","5:q23.3",128430444,128449721
"ENSG00000063241","ISOC2","isochorismatase domain containing 2","protein_coding","19","19:q13.42",55964352,55973710
"ENSG00000214960","ISPD","isoprenoid synthase domain containing","protein_coding","7","7:p21.2",16130817,16460947
"ENSG00000182149","IST1","increased sodium tolerance 1 homolog (yeast)","protein_coding","16","16:q22.2",71879899,71962913
"ENSG00000175329","ISX","intestine-specific homeobox","protein_coding","22","22:q12.3",35462129,35483380
"ENSG00000240682","ISY1","ISY1 splicing factor homolog (S. cerevisiae)","protein_coding","3","3:q21.3",128846258,128880136
"ENSG00000261796","ISY1-RAB43","ISY1-RAB43 readthrough","protein_coding","3","3:q21.3",128806418,128879879
"ENSG00000105655","ISYNA1","inositol-3-phosphate synthase 1","protein_coding","19","19:p13.11",18545198,18549111
"ENSG00000078747","ITCH","itchy E3 ubiquitin protein ligase","protein_coding","20","20:q11.22",32951041,33099198
"ENSG00000129636","ITFG1","integrin alpha FG-GAP repeat containing 1","protein_coding","16","16:q12.1",47188298,47498060
"ENSG00000111203","ITFG2","integrin alpha FG-GAP repeat containing 2","protein_coding","12","12:p13.33",2921788,2968957
"ENSG00000167930","ITFG3","integrin alpha FG-GAP repeat containing 3","protein_coding","16","16:p13.3",284545,319942
"ENSG00000213949","ITGA1","integrin, alpha 1","protein_coding","5","5:q11.2",52083730,52255040
"ENSG00000143127","ITGA10","integrin, alpha 10","protein_coding","1","1:q21.1",145524891,145543868
"ENSG00000137809","ITGA11","integrin, alpha 11","protein_coding","15","15:q23",68594050,68724501
"ENSG00000164171","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","protein_coding","5","5:q11.2",52285156,52390609
"ENSG00000005961","ITGA2B","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)","protein_coding","17","17:q21.31",42449548,42466873
"ENSG00000005884","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","protein_coding","17","17:q21.33",48133332,48167845
"ENSG00000115232","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","protein_coding","2","2:q31.3",182321929,182400914
"ENSG00000161638","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","protein_coding","12","12:q13.13",54789045,54813244
"ENSG00000091409","ITGA6","integrin, alpha 6","protein_coding","2","2:q31.1",173292082,173371181
"ENSG00000135424","ITGA7","integrin, alpha 7","protein_coding","12","12:q13.2",56078352,56109827
"ENSG00000077943","ITGA8","integrin, alpha 8","protein_coding","10","10:p13",15555948,15762124
"ENSG00000144668","ITGA9","integrin, alpha 9","protein_coding","3","3:p22.2",37493606,37865005
"ENSG00000156886","ITGAD","integrin, alpha D","protein_coding","16","16:p11.2",31404633,31437826
"ENSG00000083457","ITGAE","integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)","protein_coding","17","17:p13.2",3617922,3704537
"ENSG00000005844","ITGAL","integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)","protein_coding","16","16:p11.2",30483979,30534506
"ENSG00000169896","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","protein_coding","16","16:p11.2",31271311,31344213
"ENSG00000138448","ITGAV","integrin, alpha V","protein_coding","2","2:q32.1",187454792,187545628
"ENSG00000140678","ITGAX","integrin, alpha X (complement component 3 receptor 4 subunit)","protein_coding","16","16:p11.2",31366455,31394318
"ENSG00000150093","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","protein_coding","10","10:p11.22",33189247,33294720
"ENSG00000119185","ITGB1BP1","integrin beta 1 binding protein 1","protein_coding","2","2:p25.1",9543604,9563676
"ENSG00000147166","ITGB1BP2","integrin beta 1 binding protein (melusin) 2","protein_coding","X","X:q13.1",70521584,70525221
"ENSG00000160255","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","protein_coding","21","21:q22.3",46305868,46351904
"ENSG00000259207","ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)","protein_coding","17","17:q21.32",45331212,45421658
"ENSG00000142856","ITGB3BP","integrin beta 3 binding protein (beta3-endonexin)","protein_coding","1","1:p31.3",63906441,64059392
"ENSG00000132470","ITGB4","integrin, beta 4","protein_coding","17","17:q25.1",73717408,73753899
"ENSG00000082781","ITGB5","integrin, beta 5","protein_coding","3","3:q21.2",124480795,124620265
"ENSG00000115221","ITGB6","integrin, beta 6","protein_coding","2","2:q24.2",160956177,161128399
"ENSG00000139626","ITGB7","integrin, beta 7","protein_coding","12","12:q13.13",53585102,53601091
"ENSG00000105855","ITGB8","integrin, beta 8","protein_coding","7","7:p21.1",20370325,20455377
"ENSG00000198542","ITGBL1","integrin, beta-like 1 (with EGF-like repeat domains)","protein_coding","13","13:q33.1",102104966,102375456
"ENSG00000055957","ITIH1","inter-alpha-trypsin inhibitor heavy chain 1","protein_coding","3","3:p21.1",52811603,52826078
"ENSG00000151655","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2","protein_coding","10","10:p14",7745232,7791483
"ENSG00000162267","ITIH3","inter-alpha-trypsin inhibitor heavy chain 3","protein_coding","3","3:p21.1",52828784,52843025
"ENSG00000055955","ITIH4","inter-alpha-trypsin inhibitor heavy chain family, member 4","protein_coding","3","3:p21.1",52846991,52865495
"ENSG00000123243","ITIH5","inter-alpha-trypsin inhibitor heavy chain family, member 5","protein_coding","10","10:p14",7601232,7708961
"ENSG00000102313","ITIH6","inter-alpha-trypsin inhibitor heavy chain family, member 6","protein_coding","X","X:p11.22",54775332,54824673
"ENSG00000113263","ITK","IL2-inducible T-cell kinase","protein_coding","5","5:q33.3",156569944,156682201
"ENSG00000179914","ITLN1","intelectin 1 (galactofuranose binding)","protein_coding","1","1:q23.3",160846329,160854960
"ENSG00000158764","ITLN2","intelectin 2","protein_coding","1","1:q23.3",160914815,160924589
"ENSG00000078596","ITM2A","integral membrane protein 2A","protein_coding","X","X:q21.1",78615881,78623164
"ENSG00000136156","ITM2B","integral membrane protein 2B","protein_coding","13","13:q14.2",48807294,48837063
"ENSG00000135916","ITM2C","integral membrane protein 2C","protein_coding","2","2:q37.1",231729354,231743963
"ENSG00000125877","ITPA","inosine triphosphatase (nucleoside triphosphate pyrophosphatase)","protein_coding","20","20:p13",3189514,3204516
"ENSG00000100605","ITPK1","inositol-tetrakisphosphate 1-kinase","protein_coding","14","14:q32.12",93403259,93582665
"ENSG00000137825","ITPKA","inositol-trisphosphate 3-kinase A","protein_coding","15","15:q15.1",41785591,41795747
"ENSG00000143772","ITPKB","inositol-trisphosphate 3-kinase B","protein_coding","1","1:q42.12",226819391,226927024
"ENSG00000086544","ITPKC","inositol-trisphosphate 3-kinase C","protein_coding","19","19:q13.2",41223008,41246765
"ENSG00000150995","ITPR1","inositol 1,4,5-trisphosphate receptor, type 1","protein_coding","3","3:p26.1",4535032,4889524
"ENSG00000123104","ITPR2","inositol 1,4,5-trisphosphate receptor, type 2","protein_coding","12","12:p12.1",26490342,26986131
"ENSG00000096433","ITPR3","inositol 1,4,5-trisphosphate receptor, type 3","protein_coding","6","6:p21.31",33588142,33664351
"ENSG00000148841","ITPRIP","inositol 1,4,5-trisphosphate receptor interacting protein","protein_coding","10","10:q25.1",106071894,106098162
"ENSG00000198885","ITPRIPL1","inositol 1,4,5-trisphosphate receptor interacting protein-like 1","protein_coding","2","2:q11.2",96991069,96994091
"ENSG00000205730","ITPRIPL2","inositol 1,4,5-trisphosphate receptor interacting protein-like 2","protein_coding","16","16:p12.3",19125254,19132946
"ENSG00000205726","ITSN1","intersectin 1 (SH3 domain protein)","protein_coding","21","21:q22.11",35014706,35272165
"ENSG00000198399","ITSN2","intersectin 2","protein_coding","2","2:p23.3",24425733,24583583
"ENSG00000128928","IVD","isovaleryl-CoA dehydrogenase","protein_coding","15","15:q15.1",40697686,40728146
"ENSG00000163207","IVL","involucrin","protein_coding","1","1:q21.3",152881021,152884362
"ENSG00000116679","IVNS1ABP","influenza virus NS1A binding protein","protein_coding","1","1:q25.3",185265520,185286461
"ENSG00000163166","IWS1","IWS1 homolog (S. cerevisiae)","protein_coding","2","2:q14.3",128193783,128284462
"ENSG00000009765","IYD","iodotyrosine deiodinase","protein_coding","6","6:q25.1",150690028,150727105
"ENSG00000182264","IZUMO1","izumo sperm-egg fusion 1","protein_coding","19","19:q13.33",49244109,49250166
"ENSG00000161652","IZUMO2","IZUMO family member 2","protein_coding","19","19:q13.33",50655805,50666452
"ENSG00000205442","IZUMO3","IZUMO family member 3","protein_coding","9","9:p21.3",24542950,24545944
"ENSG00000099840","IZUMO4","IZUMO family member 4","protein_coding","19","19:p13.3",2096380,2099592
"ENSG00000101384","JAG1","jagged 1","protein_coding","20","20:p12.2",10618332,10654694
"ENSG00000184916","JAG2","jagged 2","protein_coding","14","14:q32.33",105607318,105635161
"ENSG00000171135","JAGN1","jagunal homolog 1 (Drosophila)","protein_coding","3","3:p25.3",9932238,9936033
"ENSG00000162434","JAK1","Janus kinase 1","protein_coding","1","1:p31.3",65298912,65432187
"ENSG00000096968","JAK2","Janus kinase 2","protein_coding","9","9:p24.1",4985033,5128183
"ENSG00000105639","JAK3","Janus kinase 3","protein_coding","19","19:p13.11",17935589,17958880
"ENSG00000152969","JAKMIP1","janus kinase and microtubule interacting protein 1","protein_coding","4","4:p16.1",6027926,6202318
"ENSG00000176049","JAKMIP2","janus kinase and microtubule interacting protein 2","protein_coding","5","5:q32",146967990,147162338
"ENSG00000188385","JAKMIP3","Janus kinase and microtubule interacting protein 3","protein_coding","10","10:q26.3",133918175,133998313
"ENSG00000154721","JAM2","junctional adhesion molecule 2","protein_coding","21","21:q21.3",27011584,27089874
"ENSG00000166086","JAM3","junctional adhesion molecule 3","protein_coding","11","11:q25",133938820,134021896
"ENSG00000008083","JARID2","jumonji, AT rich interactive domain 2","protein_coding","6","6:p22.3",15246527,15522252
"ENSG00000153814","JAZF1","JAZF zinc finger 1","protein_coding","7","7:p15.2",27870192,28220362
"ENSG00000140044","JDP2","Jun dimerization protein 2","protein_coding","14","14:q24.3",75894419,75940814
"ENSG00000050130","JKAMP","JNK1/MAPK8-associated membrane protein","protein_coding","14","14:q23.1",59951161,59972128
"ENSG00000171988","JMJD1C","jumonji domain containing 1C","protein_coding","10","10:q21.3",64926981,65225722
"ENSG00000081692","JMJD4","jumonji domain containing 4","protein_coding","1","1:q42.13",227918126,227923112
"ENSG00000070495","JMJD6","jumonji domain containing 6","protein_coding","17","17:q25.1",74708919,74722866
"ENSG00000243789","JMJD7","jumonji domain containing 7","protein_coding","15","15:q15.1",42120283,42129779
"ENSG00000168970","JMJD7-PLA2G4B","JMJD7-PLA2G4B readthrough","protein_coding","15","15:q15.1",42120293,42140353
"ENSG00000161999","JMJD8","jumonji domain containing 8","protein_coding","16","16:p13.3",731671,734529
"ENSG00000152409","JMY","junction mediating and regulatory protein, p53 cofactor","protein_coding","5","5:q14.1",78532012,78623038
"ENSG00000100221","JOSD1","Josephin domain containing 1","protein_coding","22","22:q13.1",39081548,39097561
"ENSG00000161677","JOSD2","Josephin domain containing 2","protein_coding","19","19:q13.33",51009255,51014610
"ENSG00000104369","JPH1","junctophilin 1","protein_coding","8","8:q21.11",75146935,75233563
"ENSG00000149596","JPH2","junctophilin 2","protein_coding","20","20:q13.12",42740335,42816218
"ENSG00000154118","JPH3","junctophilin 3","protein_coding","16","16:q24.2",87635441,87731762
"ENSG00000092051","JPH4","junctophilin 4","protein_coding","14","14:q11.2",24037244,24048009
"ENSG00000183340","JRKL","JRK-like","protein_coding","11","11:q21",96123153,96240738
"ENSG00000167476","JSRP1","junctional sarcoplasmic reticulum protein 1","protein_coding","19","19:p13.3",2252251,2269758
"ENSG00000143543","JTB","jumping translocation breakpoint","protein_coding","1","1:q21.3",153946745,153950164
"ENSG00000177606","JUN","jun proto-oncogene","protein_coding","1","1:p32.1",59246465,59249785
"ENSG00000171223","JUNB","jun B proto-oncogene","protein_coding","19","19:p13.2",12902310,12904124
"ENSG00000130522","JUND","jun D proto-oncogene","protein_coding","19","19:p13.11",18390563,18392432
"ENSG00000173801","JUP","junction plakoglobin","protein_coding","17","17:q21.2",39775692,39943183
"ENSG00000146049","KAAG1","kidney associated antigen 1","protein_coding","6","6:p22.3",24357131,24358512
"ENSG00000011201","KAL1","Kallmann syndrome 1 sequence","protein_coding","X","X:p22.31",8496915,8700227
"ENSG00000160145","KALRN","kalirin, RhoGEF kinase","protein_coding","3","3:q21.1",123798870,124445172
"ENSG00000107104","KANK1","KN motif and ankyrin repeat domains 1","protein_coding","9","9:p24.3",470291,746105
"ENSG00000197256","KANK2","KN motif and ankyrin repeat domains 2","protein_coding","19","19:p13.2",11274943,11308467
"ENSG00000186994","KANK3","KN motif and ankyrin repeat domains 3","protein_coding","19","19:p13.2",8387468,8408146
"ENSG00000132854","KANK4","KN motif and ankyrin repeat domains 4","protein_coding","1","1:p31.3",62702651,62785085
"ENSG00000120071","KANSL1","KAT8 regulatory NSL complex subunit 1","protein_coding","17","17:q21.31",44107282,44302733
"ENSG00000144445","KANSL1L","KAT8 regulatory NSL complex subunit 1-like","protein_coding","2","2:q34",210886147,211036107
"ENSG00000139620","KANSL2","KAT8 regulatory NSL complex subunit 2","protein_coding","12","12:q13.11",49047184,49076021
"ENSG00000114982","KANSL3","KAT8 regulatory NSL complex subunit 3","protein_coding","2","2:q11.2",97258907,97308524
"ENSG00000065427","KARS","lysyl-tRNA synthetase","protein_coding","16","16:q23.1",75661622,75682541
"ENSG00000108773","KAT2A","K(lysine) acetyltransferase 2A","protein_coding","17","17:q21.2",40265126,40273376
"ENSG00000114166","KAT2B","K(lysine) acetyltransferase 2B","protein_coding","3","3:p24.3",20081515,20195896
"ENSG00000172977","KAT5","K(lysine) acetyltransferase 5","protein_coding","11","11:q13.1",65479467,65487075
"ENSG00000083168","KAT6A","K(lysine) acetyltransferase 6A","protein_coding","8","8:p11.21",41786997,41909508
"ENSG00000156650","KAT6B","K(lysine) acetyltransferase 6B","protein_coding","10","10:q22.2",76585340,76792380
"ENSG00000136504","KAT7","K(lysine) acetyltransferase 7","protein_coding","17","17:q21.33",47865917,47906458
"ENSG00000103510","KAT8","K(lysine) acetyltransferase 8","protein_coding","16","16:p11.2",31127075,31142714
"ENSG00000186625","KATNA1","katanin p60 (ATPase containing) subunit A 1","protein_coding","6","6:q25.1",149916009,149970108
"ENSG00000102781","KATNAL1","katanin p60 subunit A-like 1","protein_coding","13","13:q12.3",30776767,30881621
"ENSG00000167216","KATNAL2","katanin p60 subunit A-like 2","protein_coding","18","18:q21.1",44497455,44627658
"ENSG00000140854","KATNB1","katanin p80 (WD repeat containing) subunit B 1","protein_coding","16","16:q21",57769642,57791162
"ENSG00000134152","KATNBL1","katanin p80 subunit B-like 1","protein_coding","15","15:q14",34432875,34502297
"ENSG00000107821","KAZALD1","Kazal-type serine peptidase inhibitor domain 1","protein_coding","10","10:q24.31",102821598,102827888
"ENSG00000189337","KAZN","kazrin, periplakin interacting protein","protein_coding","1","1:p36.21",14925200,15444539
"ENSG00000176595","KBTBD11","kelch repeat and BTB (POZ) domain containing 11","protein_coding","8","8:p23.3",1922044,1955102
"ENSG00000187715","KBTBD12","kelch repeat and BTB (POZ) domain containing 12","protein_coding","3","3:q21.3",127634075,127706514
"ENSG00000234438","KBTBD13","kelch repeat and BTB (POZ) domain containing 13","protein_coding","15","15:q22.31",65369154,65372276
"ENSG00000170852","KBTBD2","kelch repeat and BTB (POZ) domain containing 2","protein_coding","7","7:p14.3",32907784,32933743
"ENSG00000182359","KBTBD3","kelch repeat and BTB (POZ) domain containing 3","protein_coding","11","11:q22.3",105921825,105948492
"ENSG00000123444","KBTBD4","kelch repeat and BTB (POZ) domain containing 4","protein_coding","11","11:p11.2",47593749,47600567
"ENSG00000165572","KBTBD6","kelch repeat and BTB (POZ) domain containing 6","protein_coding","13","13:q14.11",41701705,41706882
"ENSG00000120696","KBTBD7","kelch repeat and BTB (POZ) domain containing 7","protein_coding","13","13:q14.11",41763969,41768702
"ENSG00000163376","KBTBD8","kelch repeat and BTB (POZ) domain containing 8","protein_coding","3","3:p14.1",67048727,67061634
"ENSG00000176407","KCMF1","potassium channel modulatory factor 1","protein_coding","2","2:p11.2",85198216,85286595
"ENSG00000111262","KCNA1","potassium channel, voltage gated shaker related subfamily A, member 1","protein_coding","12","12:p13.32",5019071,5040527
"ENSG00000143105","KCNA10","potassium channel, voltage gated shaker related subfamily A, member 10","protein_coding","1","1:p13.3",111059839,111061797
"ENSG00000177301","KCNA2","potassium channel, voltage gated shaker related subfamily A, member 2","protein_coding","1","1:p13.3",111136202,111174096
"ENSG00000177272","KCNA3","potassium channel, voltage gated shaker related subfamily A, member 3","protein_coding","1","1:p13.3",111214310,111217655
"ENSG00000182255","KCNA4","potassium channel, voltage gated shaker related subfamily A, member 4","protein_coding","11","11:p14.1",30031288,30038570
"ENSG00000130037","KCNA5","potassium channel, voltage gated shaker related subfamily A, member 5","protein_coding","12","12:p13.32",5153085,5155949
"ENSG00000151079","KCNA6","potassium channel, voltage gated shaker related subfamily A, member 6","protein_coding","12","12:p13.32",4918342,4960277
"ENSG00000104848","KCNA7","potassium channel, voltage gated shaker related subfamily A, member 7","protein_coding","19","19:q13.33",49570675,49576198
"ENSG00000169282","KCNAB1","potassium channel, voltage gated subfamily A regulatory beta subunit 1","protein_coding","3","3:q25.31",155755490,156256545
"ENSG00000069424","KCNAB2","potassium channel, voltage gated subfamily A regulatory beta subunit 2","protein_coding","1","1:p36.31",6051526,6161253
"ENSG00000170049","KCNAB3","potassium channel, voltage gated subfamily A regulatory beta subunit 3","protein_coding","17","17:p13.1",7825177,7833121
"ENSG00000158445","KCNB1","potassium channel, voltage gated Shab related subfamily B, member 1","protein_coding","20","20:q13.13",47980414,48099184
"ENSG00000182674","KCNB2","potassium channel, voltage gated Shab related subfamily B, member 2","protein_coding","8","8:q13.3",73449626,73850584
"ENSG00000129159","KCNC1","potassium channel, voltage gated Shaw related subfamily C, member 1","protein_coding","11","11:p15.1",17756359,17804602
"ENSG00000166006","KCNC2","potassium channel, voltage gated Shaw related subfamily C, member 2","protein_coding","12","12:q21.1",75433857,75603648
"ENSG00000131398","KCNC3","potassium channel, voltage gated Shaw related subfamily C, member 3","protein_coding","19","19:q13.33",50815194,50836772
"ENSG00000116396","KCNC4","potassium channel, voltage gated Shaw related subfamily C, member 4","protein_coding","1","1:p13.3",110753965,110825722
"ENSG00000102057","KCND1","potassium channel, voltage gated Shal related subfamily D, member 1","protein_coding","X","X:p11.23",48818639,48827976
"ENSG00000184408","KCND2","potassium channel, voltage gated Shal related subfamily D, member 2","protein_coding","7","7:q31.31",119913722,120390385
"ENSG00000171385","KCND3","potassium channel, voltage gated Shal related subfamily D, member 3","protein_coding","1","1:p13.2",112313284,112531777
"ENSG00000180509","KCNE1","potassium channel, voltage gated subfamily E regulatory beta subunit 1","protein_coding","21","21:q22.12",35818988,35884573
"ENSG00000159197","KCNE2","potassium channel, voltage gated subfamily E regulatory beta subunit 2","protein_coding","21","21:q22.11",35736323,35743688
"ENSG00000175538","KCNE3","potassium channel, voltage gated subfamily E regulatory beta subunit 3","protein_coding","11","11:q13.4",74165886,74178774
"ENSG00000152049","KCNE4","potassium channel, voltage gated subfamily E regulatory beta subunit 4","protein_coding","2","2:q36.1",223916532,224063117
"ENSG00000162975","KCNF1","potassium channel, voltage gated modifier subfamily F, member 1","protein_coding","2","2:p25.1",11052063,11054350
"ENSG00000026559","KCNG1","potassium channel, voltage gated modifier subfamily G, member 1","protein_coding","20","20:q13.13",49620193,49639666
"ENSG00000178342","KCNG2","potassium channel, voltage gated modifier subfamily G, member 2","protein_coding","18","18:q23",77623668,77660184
"ENSG00000171126","KCNG3","potassium channel, voltage gated modifier subfamily G, member 3","protein_coding","2","2:p21",42669157,42721237
"ENSG00000168418","KCNG4","potassium channel, voltage gated modifier subfamily G, member 4","protein_coding","16","16:q24.1",84255823,84273356
"ENSG00000143473","KCNH1","potassium channel, voltage gated eag related subfamily H, member 1","protein_coding","1","1:q32.2",210856555,211307457
"ENSG00000055118","KCNH2","potassium channel, voltage gated eag related subfamily H, member 2","protein_coding","7","7:q36.1",150642049,150675403
"ENSG00000135519","KCNH3","potassium channel, voltage gated eag related subfamily H, member 3","protein_coding","12","12:q13.12",49932940,49952091
"ENSG00000089558","KCNH4","potassium channel, voltage gated eag related subfamily H, member 4","protein_coding","17","17:q21.2",40308909,40333296
"ENSG00000140015","KCNH5","potassium channel, voltage gated eag related subfamily H, member 5","protein_coding","14","14:q23.2",63173287,63568755
"ENSG00000173826","KCNH6","potassium channel, voltage gated eag related subfamily H, member 6","protein_coding","17","17:q23.3",61600695,61626338
"ENSG00000184611","KCNH7","potassium channel, voltage gated eag related subfamily H, member 7","protein_coding","2","2:q24.2",163227917,163695240
"ENSG00000183960","KCNH8","potassium channel, voltage gated eag related subfamily H, member 8","protein_coding","3","3:p24.3",19189946,19577138
"ENSG00000182132","KCNIP1","Kv channel interacting protein 1","protein_coding","5","5:q35.1",169780491,170163636
"ENSG00000120049","KCNIP2","Kv channel interacting protein 2","protein_coding","10","10:q24.32",103585731,103603677
"ENSG00000115041","KCNIP3","Kv channel interacting protein 3, calsenilin","protein_coding","2","2:q11.1",95963052,96051825
"ENSG00000185774","KCNIP4","Kv channel interacting protein 4","protein_coding","4","4:p15.31",20730239,21950422
"ENSG00000151704","KCNJ1","potassium channel, inwardly rectifying subfamily J, member 1","protein_coding","11","11:q24.3",128706210,128737268
"ENSG00000177807","KCNJ10","potassium channel, inwardly rectifying subfamily J, member 10","protein_coding","1","1:q23.2",160007257,160040038
"ENSG00000187486","KCNJ11","potassium channel, inwardly rectifying subfamily J, member 11","protein_coding","11","11:p15.1",17407406,17410878
"ENSG00000184185","KCNJ12","potassium channel, inwardly rectifying subfamily J, member 12","protein_coding","17","17:p11.2",21279509,21323179
"ENSG00000115474","KCNJ13","potassium channel, inwardly rectifying subfamily J, member 13","protein_coding","2","2:q37.1",233631174,233641278
"ENSG00000182324","KCNJ14","potassium channel, inwardly rectifying subfamily J, member 14","protein_coding","19","19:q13.33",48958766,48969367
"ENSG00000157551","KCNJ15","potassium channel, inwardly rectifying subfamily J, member 15","protein_coding","21","21:q22.13",39529128,39679279
"ENSG00000153822","KCNJ16","potassium channel, inwardly rectifying subfamily J, member 16","protein_coding","17","17:q24.3",68049570,68131749
"ENSG00000123700","KCNJ2","potassium channel, inwardly rectifying subfamily J, member 2","protein_coding","17","17:q24.3",68164814,68176189
"ENSG00000162989","KCNJ3","potassium channel, inwardly rectifying subfamily J, member 3","protein_coding","2","2:q24.1",155554811,155714863
"ENSG00000168135","KCNJ4","potassium channel, inwardly rectifying subfamily J, member 4","protein_coding","22","22:q13.1",38822332,38851205
"ENSG00000120457","KCNJ5","potassium channel, inwardly rectifying subfamily J, member 5","protein_coding","11","11:q24.3",128761251,128790930
"ENSG00000157542","KCNJ6","potassium channel, inwardly rectifying subfamily J, member 6","protein_coding","21","21:q22.13",38979678,39288749
"ENSG00000121361","KCNJ8","potassium channel, inwardly rectifying subfamily J, member 8","protein_coding","12","12:p12.1",21917889,21928515
"ENSG00000162728","KCNJ9","potassium channel, inwardly rectifying subfamily J, member 9","protein_coding","1","1:q23.2",160051360,160060353
"ENSG00000135750","KCNK1","potassium channel, two pore domain subfamily K, member 1","protein_coding","1","1:q42.2",233749750,233808258
"ENSG00000100433","KCNK10","potassium channel, two pore domain subfamily K, member 10","protein_coding","14","14:q31.3",88649113,88793251
"ENSG00000184261","KCNK12","potassium channel, two pore domain subfamily K, member 12","protein_coding","2","2:p21",47743720,47798078
"ENSG00000152315","KCNK13","potassium channel, two pore domain subfamily K, member 13","protein_coding","14","14:q32.11",90528109,90652201
"ENSG00000124249","KCNK15","potassium channel, two pore domain subfamily K, member 15","protein_coding","20","20:q13.12",43374421,43379675
"ENSG00000095981","KCNK16","potassium channel, two pore domain subfamily K, member 16","protein_coding","6","6:p21.2",39282474,39290744
"ENSG00000124780","KCNK17","potassium channel, two pore domain subfamily K, member 17","protein_coding","6","6:p21.2",39266777,39282329
"ENSG00000186795","KCNK18","potassium channel, two pore domain subfamily K, member 18","protein_coding","10","10:q25.3",118957000,118969810
"ENSG00000082482","KCNK2","potassium channel, two pore domain subfamily K, member 2","protein_coding","1","1:q41",215179118,215410436
"ENSG00000171303","KCNK3","potassium channel, two pore domain subfamily K, member 3","protein_coding","2","2:p23.3",26915619,26956288
"ENSG00000182450","KCNK4","potassium channel, two pore domain subfamily K, member 4","protein_coding","11","11:q13.1",64058774,64067503
"ENSG00000164626","KCNK5","potassium channel, two pore domain subfamily K, member 5","protein_coding","6","6:p21.2",39156749,39197226
"ENSG00000099337","KCNK6","potassium channel, two pore domain subfamily K, member 6","protein_coding","19","19:q13.2",38810484,38819660
"ENSG00000173338","KCNK7","potassium channel, two pore domain subfamily K, member 7","protein_coding","11","11:q13.1",65360326,65363467
"ENSG00000169427","KCNK9","potassium channel, two pore domain subfamily K, member 9","protein_coding","8","8:q24.3",140613081,140715299
"ENSG00000156113","KCNMA1","potassium channel, calcium activated large conductance subfamily M alpha, member 1","protein_coding","10","10:q22.3",78629359,79398353
"ENSG00000145936","KCNMB1","potassium channel subfamily M regulatory beta subunit 1","protein_coding","5","5:q35.1",169801675,169816681
"ENSG00000171121","KCNMB3","potassium channel subfamily M regulatory beta subunit 3","protein_coding","3","3:q26.32",178957530,178984790
"ENSG00000135643","KCNMB4","potassium channel subfamily M regulatory beta subunit 4","protein_coding","12","12:q15",70760056,70828072
"ENSG00000105642","KCNN1","potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 1","protein_coding","19","19:p13.11",18062102,18110889
"ENSG00000080709","KCNN2","potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 2","protein_coding","5","5:q22.3",113696642,113832337
"ENSG00000143603","KCNN3","potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3","protein_coding","1","1:q21.3",154669931,154842756
